,基础版本,向量化,AVX2
86,0.022164583206176758,0.008238792419433594,0.007857561111450195
87,0.021982908248901367,0.008061408996582031,0.007858037948608398
88,0.0222780704498291,0.007756710052490234,0.00627446174621582
89,0.02263331413269043,0.007323026657104492,0.007938861846923828
90,0.022302627563476562,0.008480310440063477,0.0054972171783447266
91,0.022328615188598633,0.008073091506958008,0.00556492805480957
92,0.022469282150268555,0.007535219192504883,0.007730245590209961
93,0.0218503475189209,0.00793910026550293,0.0058290958404541016
94,0.022939205169677734,0.008881092071533203,0.007625102996826172
95,0.022083520889282227,0.008296012878417969,0.007734775543212891
96,0.02195906639099121,0.008669853210449219,0.007735252380371094
97,0.02286839485168457,0.007845163345336914,0.0054509639739990234
98,0.022549867630004883,0.008739709854125977,0.005917549133300781
99,0.022219181060791016,0.008862495422363281,0.007907390594482422
